SCD;21NOV12
RowNr;RD;RA;CD;CA;AL;FNR;SNR;DEP;ARR;STD;DDC;STA;ADC;Mo;Tu;We;Th;Fr;Sa;So;ACtype;ACtypefullname;AG;AGfullname;Start_Op;End_Op
8974;AF;EU;MA;DE;LH;LH3477;0;RAK;DUS;1500;0;1950;0;;;;;;6;;320;AirbusA320-100/200;W;PAXULD;03NOV12;30MAR13
8975;EU;AF;DE;MA;LH;LH3478;0;TXL;RAK;1140;0;1500;0;;;;;;6;;31H;AirbusA319;O;Others;17NOV12;24NOV12
8976;EU;AF;DE;MA;LH;LH3478;0;TXL;RAK;1140;0;1500;0;;;;;;6;;31H;AirbusA319;O;Others;01DEC12;05JAN13
8977;AF;EU;MA;DE;LH;LH3479;0;RAK;TXL;1550;0;2105;0;;;;;;6;;31H;AirbusA319;O;Others;17NOV12;30MAR13
8978;EU;EU;DE;TR;LH;LH3480;0;TXL;IST;2240;0;0230;1;1;;3;4;;;;32H;AirbusA320div.Typ.;W;PAXULD;19DEC12;24DEC12
8979;EU;EU;TR;DE;LH;LH3481;0;IST;TXL;0415;0;0605;0;;2;;4;5;;;32H;AirbusA320div.Typ.;W;PAXULD;20DEC12;25DEC12
8980;EU;EU;DE;LB;LH;LH3484;0;TXL;BEY;2245;0;0330;1;;2;;;;;7;32H;AirbusA320div.Typ.;W;PAXULD;13NOV12;18DEC12
8981;EU;EU;DE;LB;LH;LH3484;0;TXL;BEY;2245;0;0330;1;;;;;5;;;32H;AirbusA320div.Typ.;W;PAXULD;16NOV12;29MAR13
8982;EU;EU;LB;DE;LH;LH3485;0;BEY;TXL;0445;0;0750;0;1;;3;;;;;32H;AirbusA320div.Typ.;W;PAXULD;14NOV12;19DEC12
8983;EU;EU;LB;DE;LH;LH3485;0;BEY;TXL;0445;0;0750;0;;;;;;6;;32H;AirbusA320div.Typ.;W;PAXULD;17NOV12;30MAR13
8984;EU;EU;DE;IT;LH;LH3488;0;TXL;FCO;1150;0;1355;0;;;;;;;7;32H;AirbusA320div.Typ.;W;PAXULD;28OCT12;24MAR13
8985;EU;EU;DE;IT;LH;LH3488;0;TXL;FCO;1125;0;1330;0;;;3;;;;;31H;AirbusA319;O;Others;31OCT12;27MAR13
8986;EU;EU;DE;IT;LH;LH3488;0;TXL;FCO;1035;0;1240;0;;;;;5;;;32H;AirbusA320div.Typ.;W;PAXULD;02NOV12;14DEC12
8987;EU;EU;DE;IT;LH;LH3488;0;TXL;FCO;1035;0;1240;0;;;;;5;;;31H;AirbusA319;O;Others;21DEC12;21DEC12
8988;EU;EU;IT;DE;LH;LH3489;0;FCO;TXL;1440;0;1650;0;;;;;;;7;32H;AirbusA320div.Typ.;W;PAXULD;28OCT12;24MAR13
8989;EU;EU;IT;DE;LH;LH3489;0;FCO;TXL;1415;0;1625;0;;;3;;;;;31H;AirbusA319;O;Others;31OCT12;27MAR13
8990;EU;EU;IT;DE;LH;LH3489;0;FCO;TXL;1325;0;1535;0;;;;;5;;;32H;AirbusA320div.Typ.;W;PAXULD;02NOV12;14DEC12
8991;EU;EU;IT;DE;LH;LH3489;0;FCO;TXL;1325;0;1535;0;;;;;5;;;31H;AirbusA319;O;Others;21DEC12;21DEC12
8992;EU;EU;DE;IT;LH;LH3490;0;TXL;LIN;1240;0;1420;0;1;2;3;4;5;6;;31H;AirbusA319;O;Others;13NOV12;21DEC12
8993;EU;EU;IT;DE;LH;LH3491;0;LIN;TXL;1510;0;1650;0;1;;3;4;5;6;;31H;AirbusA319;O;Others;14NOV12;21DEC12
8994;EU;EU;IT;DE;LH;LH3491;0;LIN;TXL;1510;0;1650;0;;2;;;;;;31H;AirbusA319;O;Others;13NOV12;26MAR13
8995;EU;EU;DE;IT;LH;LH3492;0;TXL;LIN;2040;0;2220;0;1;2;3;4;5;;7;31H;AirbusA319;O;Others;13NOV12;06DEC12
8996;EU;EU;DE;IT;LH;LH3492;0;TXL;LIN;2040;0;2220;0;1;2;3;4;5;;7;31H;AirbusA319;O;Others;09DEC12;21DEC12
8997;EU;EU;IT;DE;LH;LH3493;0;LIN;TXL;0655;0;0835;0;1;2;3;4;5;6;;31H;AirbusA319;O;Others;29OCT12;07DEC12
8998;EU;EU;IT;DE;LH;LH3493;0;LIN;TXL;0655;0;0835;0;1;2;3;4;5;6;;31H;AirbusA319;O;Others;10DEC12;22DEC12
8999;EU;EU;DE;IT;LH;LH3494;0;TXL;BLQ;0910;0;1050;0;;2;3;4;5;;;31H;AirbusA319;O;Others;20NOV12;23NOV12
9000;EU;EU;DE;IT;LH;LH3494;0;TXL;BLQ;0910;0;1050;0;;2;3;4;5;;7;31H;AirbusA319;O;Others;25NOV12;30NOV12
9001;EU;EU;DE;IT;LH;LH3494;0;TXL;BLQ;0910;0;1050;0;1;;;;;;7;31H;AirbusA319;O;Others;26NOV12;03DEC12
9002;EU;EU;DE;IT;LH;LH3494;0;TXL;BLQ;0910;0;1050;0;;;;4;5;;;31H;AirbusA319;O;Others;06DEC12;20DEC12
9003;EU;EU;DE;IT;LH;LH3494;0;TXL;BLQ;0910;0;1050;0;;;;;;;7;31H;AirbusA319;O;Others;09DEC12;06JAN13
9004;EU;EU;DE;IT;LH;LH3494;0;TXL;BLQ;0910;0;1050;0;1;;;;;;;31H;AirbusA319;O;Others;10DEC12;17DEC12
9005;EU;EU;DE;IT;LH;LH3494;0;TXL;BLQ;0705;0;0845;0;;;;;5;;;31H;AirbusA319;O;Others;21DEC12;21DEC12
9006;EU;EU;IT;DE;LH;LH3495;0;BLQ;TXL;1135;0;1315;0;;2;3;4;5;;;31H;AirbusA319;O;Others;20NOV12;23NOV12
9007;EU;EU;IT;DE;LH;LH3495;0;BLQ;TXL;1135;0;1315;0;;2;3;4;5;;7;31H;AirbusA319;O;Others;25NOV12;30NOV12
9008;EU;EU;IT;DE;LH;LH3495;0;BLQ;TXL;1135;0;1315;0;1;;;;;;7;31H;AirbusA319;O;Others;26NOV12;03DEC12
9009;EU;EU;IT;DE;LH;LH3495;0;BLQ;TXL;1135;0;1315;0;;;;4;5;;;31H;AirbusA319;O;Others;06DEC12;20DEC12
9010;EU;EU;IT;DE;LH;LH3495;0;BLQ;TXL;1135;0;1315;0;;;;;;;7;31H;AirbusA319;O;Others;09DEC12;06JAN13
9011;EU;EU;IT;DE;LH;LH3495;0;BLQ;TXL;1135;0;1315;0;1;;;;;;;31H;AirbusA319;O;Others;10DEC12;17DEC12
9012;EU;EU;IT;DE;LH;LH3495;0;BLQ;TXL;0930;0;1110;0;;;;;5;;;31H;AirbusA319;O;Others;21DEC12;21DEC12
9013;EU;NA;DE;US;LH;LH400;0;FRA;JFK;1050;0;1355;0;;;;4;5;6;7;333;AirbusA330-300;W;PAXULD;16NOV12;09MAR13
9014;EU;NA;DE;US;LH;LH400;0;FRA;JFK;1050;0;1355;0;1;2;3;;;;;333;AirbusA330-300;W;PAXULD;20NOV12;06MAR13
9015;NA;EU;US;DE;LH;LH401;0;JFK;FRA;1545;0;0540;1;1;2;;4;5;6;7;333;AirbusA330-300;W;PAXULD;19NOV12;09MAR13
9016;NA;EU;US;DE;LH;LH401;0;JFK;FRA;1555;0;0550;1;;;3;;;;;333;AirbusA330-300;W;PAXULD;07NOV12;06MAR13
9017;EU;NA;DE;US;LH;LH402;0;FRA;EWR;1330;0;1605;0;;;;4;5;6;7;74P;PaxWidebody;W;PAXULD;16NOV12;09DEC12
9018;EU;NA;DE;US;LH;LH402;0;FRA;EWR;1330;0;1605;0;1;2;3;;;;;74P;PaxWidebody;W;PAXULD;20NOV12;12DEC12
9019;EU;NA;DE;US;LH;LH402;0;FRA;EWR;1330;0;1605;0;1;2;3;4;5;6;7;74P;PaxWidebody;W;PAXULD;13DEC12;23DEC12
9020;NA;EU;US;DE;LH;LH403;0;EWR;FRA;1810;0;0740;1;1;2;3;4;5;6;7;74P;PaxWidebody;W;PAXULD;20NOV12;12DEC12
9021;NA;EU;US;DE;LH;LH403;0;EWR;FRA;1810;0;0740;1;1;2;3;4;5;6;7;74P;PaxWidebody;W;PAXULD;13DEC12;23DEC12
9022;EU;NA;DE;US;LH;LH404;0;FRA;JFK;1725;0;2030;0;1;2;3;4;5;6;7;346;AirbusA340-600;W;PAXULD;22NOV12;16DEC12
9023;EU;NA;DE;US;LH;LH404;0;FRA;JFK;1725;0;2030;0;1;2;3;4;5;6;7;346;AirbusA340-600;W;PAXULD;17DEC12;23DEC12
9024;NA;EU;US;DE;LH;LH405;0;JFK;FRA;2220;0;1210;1;1;2;3;4;5;6;7;346;AirbusA340-600;W;PAXULD;22NOV12;05DEC12
9025;NA;EU;US;DE;LH;LH405;0;JFK;FRA;2220;0;1210;1;1;2;3;4;5;6;7;346;AirbusA340-600;W;PAXULD;08DEC12;16DEC12
9026;NA;EU;US;DE;LH;LH405;0;JFK;FRA;2220;0;1210;1;1;2;3;4;5;6;7;346;AirbusA340-600;W;PAXULD;17DEC12;23DEC12
9027;NA;EU;US;DE;LH;LH405;0;JFK;FRA;2220;0;1210;1;;;;4;;;;346;AirbusA340-600;W;PAXULD;06DEC12;06DEC12
9028;NA;EU;US;DE;LH;LH405;0;JFK;FRA;2220;0;1210;1;;;;;5;;;346;AirbusA340-600;W;PAXULD;07DEC12;07DEC12
9029;EU;NA;DE;US;LH;LH408;0;DUS;EWR;1210;0;1455;0;;2;3;4;5;6;7;343;AirbusA340-300;W;PAXULD;04NOV12;05JAN13
9030;EU;NA;DE;US;LH;LH408;0;DUS;EWR;1210;0;1455;0;1;;;;;;;343;AirbusA340-300;W;PAXULD;05NOV12;17DEC12
9031;NA;EU;US;DE;LH;LH409;0;EWR;DUS;1645;0;0610;1;;2;3;4;5;6;7;343;AirbusA340-300;W;PAXULD;04NOV12;05JAN13
9032;NA;EU;US;DE;LH;LH409;0;EWR;DUS;1645;0;0610;1;1;;;;;;;343;AirbusA340-300;W;PAXULD;05NOV12;17DEC12
9033;EU;NA;DE;US;LH;LH410;0;MUC;JFK;1145;0;1505;0;;2;3;;;;;33Q;AirbusA330-300;W;PAXULD;20NOV12;21NOV12
9034;EU;NA;DE;US;LH;LH410;0;MUC;JFK;1145;0;1505;0;1;;;;;;7;33Q;AirbusA330-300;W;PAXULD;25NOV12;26NOV12
9035;EU;NA;DE;US;LH;LH410;0;MUC;JFK;1145;0;1505;0;1;2;3;4;5;6;7;33Q;AirbusA330-300;W;PAXULD;28NOV12;23DEC12
9036;EU;NA;DE;US;LH;LH410;0;MUC;JFK;1145;0;1505;0;;2;;;;;;34P;AirbusA343;W;PAXULD;27NOV12;27NOV12
9037;NA;EU;US;DE;LH;LH411;0;JFK;MUC;1740;0;0750;1;;2;3;;;;;33Q;AirbusA330-300;W;PAXULD;20NOV12;21NOV12
9038;NA;EU;US;DE;LH;LH411;0;JFK;MUC;1740;0;0750;1;1;;;;;;7;33Q;AirbusA330-300;W;PAXULD;25NOV12;26NOV12
9039;NA;EU;US;DE;LH;LH411;0;JFK;MUC;1740;0;0750;1;1;2;3;4;5;6;7;33Q;AirbusA330-300;W;PAXULD;28NOV12;23DEC12
9040;NA;EU;US;DE;LH;LH411;0;JFK;MUC;1740;0;0750;1;;2;;;;;;34P;AirbusA343;W;PAXULD;27NOV12;27NOV12
9041;EU;NA;DE;US;LH;LH412;0;MUC;EWR;1525;0;1835;0;1;2;3;;;;7;346;AirbusA340-600;W;PAXULD;18NOV12;21NOV12
9042;EU;NA;DE;US;LH;LH412;0;MUC;EWR;1525;0;1835;0;;;;;5;;;33P;AirbusA330-300;W;PAXULD;23NOV12;23NOV12
9043;EU;NA;DE;US;LH;LH412;0;MUC;EWR;1525;0;1835;0;;;;;;6;;33P;AirbusA330-300;W;PAXULD;24NOV12;24NOV12
9044;EU;NA;DE;US;LH;LH412;0;MUC;EWR;1525;0;1835;0;1;2;3;4;5;6;7;346;AirbusA340-600;W;PAXULD;25NOV12;22DEC12
9045;EU;NA;DE;US;LH;LH412;0;MUC;EWR;1525;0;1835;0;;;;4;;;;333;AirbusA330-300;W;PAXULD;22NOV12;22NOV12
9046;NA;EU;US;DE;LH;LH413;0;EWR;MUC;2025;0;1030;1;1;2;3;;;;7;346;AirbusA340-600;W;PAXULD;18NOV12;21NOV12
9047;NA;EU;US;DE;LH;LH413;0;EWR;MUC;2025;0;1030;1;;;;;5;;;33P;AirbusA330-300;W;PAXULD;23NOV12;23NOV12
9048;NA;EU;US;DE;LH;LH413;0;EWR;MUC;2025;0;1030;1;;;;;;6;;33P;AirbusA330-300;W;PAXULD;24NOV12;24NOV12
9049;NA;EU;US;DE;LH;LH413;0;EWR;MUC;2025;0;1030;1;1;2;3;4;5;6;7;346;AirbusA340-600;W;PAXULD;25NOV12;22DEC12
9050;NA;EU;US;DE;LH;LH413;0;EWR;MUC;2025;0;1030;1;;;;4;;;;333;AirbusA330-300;W;PAXULD;22NOV12;22NOV12
9051;EU;NA;DE;US;LH;LH414;0;MUC;IAD;1555;0;1935;0;;2;3;;;;;333;AirbusA330-300;W;PAXULD;20NOV12;21NOV12
9052;EU;NA;DE;US;LH;LH414;0;MUC;IAD;1555;0;1935;0;;;;;;;7;33P;AirbusA330-300;W;PAXULD;25NOV12;16DEC12
9053;EU;NA;DE;US;LH;LH414;0;MUC;IAD;1555;0;1935;0;;2;3;;;6;;333;AirbusA330-300;W;PAXULD;01DEC12;15DEC12
9054;EU;NA;DE;US;LH;LH414;0;MUC;IAD;1555;0;1935;0;;;;;5;;;34P;AirbusA343;W;PAXULD;30NOV12;21DEC12
9055;EU;NA;DE;US;LH;LH414;0;MUC;IAD;1555;0;1935;0;;2;3;;;6;;33P;AirbusA330-300;W;PAXULD;18DEC12;22DEC12
9056;EU;NA;DE;US;LH;LH414;0;MUC;IAD;1555;0;1935;0;;2;;;;;;33P;AirbusA330-300;W;PAXULD;27NOV12;27NOV12
9057;EU;NA;DE;US;LH;LH414;0;MUC;IAD;1555;0;1935;0;;;3;;;;;33P;AirbusA330-300;W;PAXULD;28NOV12;28NOV12
9058;NA;EU;US;DE;LH;LH415;0;IAD;MUC;2155;0;1225;1;;2;3;;;6;7;333;AirbusA330-300;W;PAXULD;04NOV12;21NOV12
9059;NA;EU;US;DE;LH;LH415;0;IAD;MUC;2155;0;1225;1;;;;;;;7;33P;AirbusA330-300;W;PAXULD;02DEC12;16DEC12
9060;NA;EU;US;DE;LH;LH415;0;IAD;MUC;2155;0;1225;1;;2;3;;;6;;333;AirbusA330-300;W;PAXULD;01DEC12;15DEC12
9061;NA;EU;US;DE;LH;LH415;0;IAD;MUC;2155;0;1225;1;;;;;5;;;34P;AirbusA343;W;PAXULD;30NOV12;21DEC12
9062;NA;EU;US;DE;LH;LH415;0;IAD;MUC;2155;0;1225;1;;2;3;;;6;;33P;AirbusA330-300;W;PAXULD;18DEC12;22DEC12
9063;NA;EU;US;DE;LH;LH415;0;IAD;MUC;2155;0;1225;1;;;;;;;7;333;AirbusA330-300;W;PAXULD;25NOV12;25NOV12
9064;NA;EU;US;DE;LH;LH415;0;IAD;MUC;2155;0;1225;1;;2;;;;;;33P;AirbusA330-300;W;PAXULD;27NOV12;27NOV12
9065;NA;EU;US;DE;LH;LH415;0;IAD;MUC;2155;0;1225;1;;;3;;;;;33P;AirbusA330-300;W;PAXULD;28NOV12;28NOV12
9066;EU;NA;DE;US;LH;LH418;0;FRA;IAD;1235;0;1525;0;1;;;4;;;;74H;Boeing747-400pax;W;PAXULD;19NOV12;22NOV12
9067;EU;NA;DE;US;LH;LH418;0;FRA;IAD;1235;0;1525;0;1;;;4;5;6;7;74H;Boeing747-400pax;W;PAXULD;24NOV12;23DEC12
9068;EU;NA;DE;US;LH;LH418;0;FRA;IAD;1235;0;1525;0;;2;3;;;;;74P;PaxWidebody;W;PAXULD;27NOV12;12DEC12
9069;EU;NA;DE;US;LH;LH418;0;FRA;IAD;1235;0;1525;0;;2;3;;;;;74P;PaxWidebody;W;PAXULD;18DEC12;19DEC12
9070;NA;EU;US;DE;LH;LH419;0;IAD;FRA;1740;0;0740;1;1;;;4;;;;74H;Boeing747-400pax;W;PAXULD;19NOV12;22NOV12
9071;NA;EU;US;DE;LH;LH419;0;IAD;FRA;1740;0;0740;1;1;;;4;5;6;7;74H;Boeing747-400pax;W;PAXULD;24NOV12;23DEC12
9072;NA;EU;US;DE;LH;LH419;0;IAD;FRA;1740;0;0740;1;;2;3;;;;;74P;PaxWidebody;W;PAXULD;27NOV12;12DEC12
9073;NA;EU;US;DE;LH;LH419;0;IAD;FRA;1740;0;0740;1;;2;3;;;;;74P;PaxWidebody;W;PAXULD;18DEC12;19DEC12
9074;EU;NA;DE;US;LH;LH422;0;FRA;BOS;1110;0;1315;0;;;;4;;;;744;Boeing747-400pax;W;PAXULD;22NOV12;22NOV12
9075;EU;NA;DE;US;LH;LH422;0;FRA;BOS;1110;0;1315;0;1;2;3;4;5;6;7;744;Boeing747-400pax;W;PAXULD;24NOV12;09DEC12
9076;EU;NA;DE;US;LH;LH422;0;FRA;BOS;1110;0;1315;0;1;2;3;;;;;74P;PaxWidebody;W;PAXULD;10DEC12;12DEC12
9077;EU;NA;DE;US;LH;LH422;0;FRA;BOS;1110;0;1315;0;1;2;3;4;5;6;7;74P;PaxWidebody;W;PAXULD;13DEC12;23DEC12
9078;NA;EU;US;DE;LH;LH423;0;BOS;FRA;1625;0;0530;1;;;;4;;;;744;Boeing747-400pax;W;PAXULD;22NOV12;22NOV12
9079;NA;EU;US;DE;LH;LH423;0;BOS;FRA;1625;0;0530;1;1;2;3;4;5;6;7;744;Boeing747-400pax;W;PAXULD;24NOV12;09DEC12
9080;NA;EU;US;DE;LH;LH423;0;BOS;FRA;1625;0;0530;1;1;2;3;;;;;74P;PaxWidebody;W;PAXULD;10DEC12;12DEC12
9081;NA;EU;US;DE;LH;LH423;0;BOS;FRA;1625;0;0530;1;1;2;3;4;5;6;7;74P;PaxWidebody;W;PAXULD;13DEC12;23DEC12
9082;EU;NA;DE;US;LH;LH424;0;MUC;BOS;1540;0;1825;0;;;3;;;;;34P;AirbusA343;W;PAXULD;21NOV12;21NOV12
9083;EU;NA;DE;US;LH;LH424;0;MUC;BOS;1540;0;1825;0;;;;;;6;;34P;AirbusA343;W;PAXULD;24NOV12;24NOV12
9084;EU;NA;DE;US;LH;LH424;0;MUC;BOS;1540;0;1825;0;;;;;;;7;333;AirbusA330-300;W;PAXULD;25NOV12;16DEC12
9085;EU;NA;DE;US;LH;LH424;0;MUC;BOS;1540;0;1825;0;1;;;;;;;34P;AirbusA343;W;PAXULD;26NOV12;26NOV12
9086;EU;NA;DE;US;LH;LH424;0;MUC;BOS;1540;0;1825;0;;2;3;;;;;34P;AirbusA343;W;PAXULD;27NOV12;19DEC12
9087;EU;NA;DE;US;LH;LH424;0;MUC;BOS;1540;0;1825;0;;;;4;5;6;;33P;AirbusA330-300;W;PAXULD;29NOV12;02FEB13
9088;EU;NA;DE;US;LH;LH424;0;MUC;BOS;1540;0;1825;0;1;;;;;;;33P;AirbusA330-300;W;PAXULD;03DEC12;17DEC12
9089;NA;EU;US;DE;LH;LH425;0;BOS;MUC;2010;0;0955;1;;2;3;;;;;34P;AirbusA343;W;PAXULD;13NOV12;21NOV12
9090;NA;EU;US;DE;LH;LH425;0;BOS;MUC;2010;0;0955;1;;;;;;6;;34P;AirbusA343;W;PAXULD;24NOV12;24NOV12
9091;NA;EU;US;DE;LH;LH425;0;BOS;MUC;2010;0;0955;1;;;;;;;7;333;AirbusA330-300;W;PAXULD;02DEC12;16DEC12
9092;NA;EU;US;DE;LH;LH425;0;BOS;MUC;2010;0;0955;1;1;;;;;;;34P;AirbusA343;W;PAXULD;26NOV12;26NOV12
9093;NA;EU;US;DE;LH;LH425;0;BOS;MUC;2010;0;0955;1;;2;3;;;;;34P;AirbusA343;W;PAXULD;04DEC12;19DEC12
9094;NA;EU;US;DE;LH;LH425;0;BOS;MUC;2010;0;0955;1;;;;4;5;6;;33P;AirbusA330-300;W;PAXULD;29NOV12;02FEB13
9095;NA;EU;US;DE;LH;LH425;0;BOS;MUC;2010;0;0955;1;1;;;;;;;33P;AirbusA330-300;W;PAXULD;03DEC12;17DEC12
9096;NA;EU;US;DE;LH;LH425;0;BOS;MUC;2010;0;0955;1;;;;;;;7;333;AirbusA330-300;W;PAXULD;25NOV12;25NOV12
9097;NA;EU;US;DE;LH;LH425;0;BOS;MUC;2010;0;0955;1;;2;;;;;;34P;AirbusA343;W;PAXULD;27NOV12;27NOV12
9098;NA;EU;US;DE;LH;LH425;0;BOS;MUC;2010;0;0955;1;;;3;;;;;34P;AirbusA343;W;PAXULD;28NOV12;28NOV12
9099;EU;NA;DE;US;LH;LH426;0;FRA;PHL;1245;0;1555;0;;;;;;;7;34V;AirbusA343;W;PAXULD;04NOV12;23DEC12
9100;EU;NA;DE;US;LH;LH426;0;FRA;PHL;1245;0;1555;0;;2;;;;;;343;AirbusA340-300;W;PAXULD;06NOV12;18DEC12
9101;EU;NA;DE;US;LH;LH426;0;FRA;PHL;1240;0;1550;0;;;3;;;;;333;AirbusA330-300;W;PAXULD;07NOV12;06MAR13
9102;EU;NA;DE;US;LH;LH426;0;FRA;PHL;1240;0;1550;0;;;;;5;6;;34V;AirbusA343;W;PAXULD;24NOV12;09MAR13
9103;NA;EU;US;DE;LH;LH427;0;PHL;FRA;1735;0;0740;1;;;;;;;7;34V;AirbusA343;W;PAXULD;04NOV12;23DEC12
9104;NA;EU;US;DE;LH;LH427;0;PHL;FRA;1735;0;0740;1;;2;;;;;;343;AirbusA340-300;W;PAXULD;06NOV12;18DEC12
9105;NA;EU;US;DE;LH;LH427;0;PHL;FRA;1735;0;0740;1;;;3;;;;;333;AirbusA330-300;W;PAXULD;07NOV12;06MAR13
9106;NA;EU;US;DE;LH;LH427;0;PHL;FRA;1735;0;0740;1;;;;;5;6;;34V;AirbusA343;W;PAXULD;24NOV12;09MAR13
9107;EU;NA;DE;US;LH;LH428;0;MUC;CLT;1125;0;1540;0;;2;3;;;;;33Q;AirbusA330-300;W;PAXULD;20NOV12;21NOV12
9108;EU;NA;DE;US;LH;LH428;0;MUC;CLT;1125;0;1540;0;;;;4;5;6;7;33Q;AirbusA330-300;W;PAXULD;23NOV12;03FEB13
9109;EU;NA;DE;US;LH;LH428;0;MUC;CLT;1125;0;1540;0;1;2;3;;;;;33Q;AirbusA330-300;W;PAXULD;26NOV12;28NOV12
9110;EU;NA;DE;US;LH;LH428;0;MUC;CLT;1125;0;1540;0;1;2;;;;;;33Q;AirbusA330-300;W;PAXULD;03DEC12;04DEC12
9111;EU;NA;DE;US;LH;LH428;0;MUC;CLT;1125;0;1540;0;;;3;;;;;33Q;AirbusA330-300;W;PAXULD;05DEC12;05DEC12
9112;EU;NA;DE;US;LH;LH428;0;MUC;CLT;1125;0;1540;0;1;2;3;;;;;33Q;AirbusA330-300;W;PAXULD;10DEC12;19DEC12
9113;NA;EU;US;DE;LH;LH429;0;CLT;MUC;1730;0;0820;1;;2;3;;;;;33Q;AirbusA330-300;W;PAXULD;20NOV12;21NOV12
9114;NA;EU;US;DE;LH;LH429;0;CLT;MUC;1730;0;0820;1;1;2;3;4;5;6;7;33Q;AirbusA330-300;W;PAXULD;23NOV12;23DEC12
9115;EU;NA;DE;US;LH;LH430;0;FRA;ORD;1030;0;1250;0;;;;;;;7;74P;PaxWidebody;W;PAXULD;04NOV12;09DEC12
9116;EU;NA;DE;US;LH;LH430;0;FRA;ORD;1030;0;1250;0;;;;;5;6;;74P;PaxWidebody;W;PAXULD;23NOV12;08DEC12
9117;EU;NA;DE;US;LH;LH430;0;FRA;ORD;1030;0;1250;0;1;2;3;4;;;;74P;PaxWidebody;W;PAXULD;20NOV12;12DEC12
9118;EU;NA;DE;US;LH;LH430;0;FRA;ORD;1030;0;1250;0;1;2;3;4;5;6;7;74P;PaxWidebody;W;PAXULD;13DEC12;13JAN13
9119;NA;EU;US;DE;LH;LH431;0;ORD;FRA;1600;0;0720;1;;;;;;;7;74P;PaxWidebody;W;PAXULD;04NOV12;09DEC12
9120;NA;EU;US;DE;LH;LH431;0;ORD;FRA;1600;0;0720;1;;;;;5;6;;74P;PaxWidebody;W;PAXULD;23NOV12;08DEC12
9121;NA;EU;US;DE;LH;LH431;0;ORD;FRA;1600;0;0720;1;1;2;3;4;;;;74P;PaxWidebody;W;PAXULD;20NOV12;12DEC12
9122;NA;EU;US;DE;LH;LH431;0;ORD;FRA;1600;0;0720;1;1;2;3;4;5;6;7;74P;PaxWidebody;W;PAXULD;13DEC12;13JAN13
9123;EU;NA;DE;US;LH;LH434;0;MUC;ORD;1540;0;1850;0;1;2;3;4;5;6;7;33P;AirbusA330-300;W;PAXULD;15NOV12;21NOV12
9124;EU;NA;DE;US;LH;LH434;0;MUC;ORD;1540;0;1850;0;;;;;5;;;34P;AirbusA343;W;PAXULD;23NOV12;23NOV12
9125;EU;NA;DE;US;LH;LH434;0;MUC;ORD;1540;0;1850;0;;;;;;6;;333;AirbusA330-300;W;PAXULD;24NOV12;24NOV12
9126;EU;NA;DE;US;LH;LH434;0;MUC;ORD;1540;0;1850;0;;;;;;;7;33P;AirbusA330-300;W;PAXULD;25NOV12;25NOV12
9127;EU;NA;DE;US;LH;LH434;0;MUC;ORD;1540;0;1850;0;1;2;3;4;5;6;7;33P;AirbusA330-300;W;PAXULD;27NOV12;22DEC12
9128;EU;NA;DE;US;LH;LH434;0;MUC;ORD;1540;0;1850;0;1;;;;;;;333;AirbusA330-300;W;PAXULD;26NOV12;26NOV12
9129;NA;EU;US;DE;LH;LH435;0;ORD;MUC;2120;0;1310;1;1;2;3;4;5;6;7;33P;AirbusA330-300;W;PAXULD;11NOV12;21NOV12
9130;NA;EU;US;DE;LH;LH435;0;ORD;MUC;2120;0;1310;1;;;;;5;;;34P;AirbusA343;W;PAXULD;23NOV12;23NOV12
9131;NA;EU;US;DE;LH;LH435;0;ORD;MUC;2120;0;1310;1;;;;;;6;;333;AirbusA330-300;W;PAXULD;24NOV12;24NOV12
9132;NA;EU;US;DE;LH;LH435;0;ORD;MUC;2120;0;1310;1;;;;;;;7;33P;AirbusA330-300;W;PAXULD;25NOV12;25NOV12
9133;NA;EU;US;DE;LH;LH435;0;ORD;MUC;2120;0;1310;1;1;2;3;4;5;6;7;33P;AirbusA330-300;W;PAXULD;27NOV12;22DEC12
9134;NA;EU;US;DE;LH;LH435;0;ORD;MUC;2120;0;1310;1;1;;;;;;;333;AirbusA330-300;W;PAXULD;26NOV12;26NOV12
9135;EU;NA;DE;US;LH;LH436;0;DUS;ORD;1220;0;1445;0;;;;4;5;;7;343;AirbusA340-300;W;PAXULD;04NOV12;07DEC12
9136;EU;NA;DE;US;LH;LH436;0;DUS;ORD;1220;0;1445;0;1;;;;;;;343;AirbusA340-300;W;PAXULD;05NOV12;10DEC12
9137;EU;NA;DE;US;LH;LH436;0;DUS;ORD;1220;0;1445;0;;;;;;;7;343;AirbusA340-300;W;PAXULD;09DEC12;09DEC12
9138;EU;NA;DE;US;LH;LH436;0;DUS;ORD;1220;0;1445;0;;;;4;5;;7;343;AirbusA340-300;W;PAXULD;13DEC12;03FEB13
9139;NA;EU;US;DE;LH;LH437;0;ORD;DUS;1755;0;0915;1;;;;4;5;;7;343;AirbusA340-300;W;PAXULD;04NOV12;07DEC12
9140;NA;EU;US;DE;LH;LH437;0;ORD;DUS;1755;0;0915;1;1;;;;;;;343;AirbusA340-300;W;PAXULD;05NOV12;10DEC12
9141;NA;EU;US;DE;LH;LH437;0;ORD;DUS;1755;0;0915;1;;;;;;;7;343;AirbusA340-300;W;PAXULD;09DEC12;09DEC12
9142;NA;EU;US;DE;LH;LH437;0;ORD;DUS;1755;0;0915;1;;;;4;5;;7;343;AirbusA340-300;W;PAXULD;13DEC12;03FEB13
